timestamp,refinery_area,sensor_id,sensor_type,sensor_reading,sensor_units,operational_status
01/03/2022 20:15:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,450,Degrees Fahrenheit,Normal
01/03/2022 20:15:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,44,MMBTU/Hour,Normal
01/03/2022 20:15:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,160,Cubic Meters/Hour,High
01/03/2022 20:15:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,53,MMBTU/Hour,Normal
01/03/2022 20:15:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,120,Percent,High
01/03/2022 20:30:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,16000,Barrels/Hour,Normal
01/03/2022 20:30:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,156,Degrees Fahrenheit,Normal
01/03/2022 20:30:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,3400,Barrels/Hour,Normal
01/03/2022 20:30:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,726,Degrees Fahrenheit,Normal
01/03/2022 20:30:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,15800,Pounds/Hour,Normal
01/03/2022 20:30:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,875,Cubic meters/Hour,Normal
01/03/2022 20:30:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1060,RPM,Normal
01/03/2022 20:30:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,149,Degrees Fahrenheit,Normal
01/03/2022 20:30:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,165,Degrees Fahrenheit,Normal
01/03/2022 20:30:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,445,Degrees Fahrenheit,Normal
01/03/2022 20:30:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,42,MMBTU/Hour,Normal
01/03/2022 20:30:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,155,Cubic Meters/Hour,High
01/03/2022 20:30:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,51,MMBTU/Hour,Normal
01/03/2022 20:30:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,115,Percent,High
01/03/2022 20:45:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,15500,Barrels/Hour,Normal
01/03/2022 20:45:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,153,Degrees Fahrenheit,Normal
01/03/2022 20:45:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,3300,Barrels/Hour,Normal
01/03/2022 20:45:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,724,Degrees Fahrenheit,Normal
01/03/2022 20:45:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,15300,Pounds/Hour,Normal
01/03/2022 20:45:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,850,Cubic meters/Hour,Normal
01/03/2022 20:45:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1040,RPM,Normal
01/03/2022 20:45:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,146,Degrees Fahrenheit,Normal
01/03/2022 20:45:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,162,Degrees Fahrenheit,Normal
01/03/2022 20:45:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,440,Degrees Fahrenheit,Normal
01/03/2022 20:45:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,40,MMBTU/Hour,Normal
01/03/2022 20:45:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,150,Cubic Meters/Hour,Normal
01/03/2022 20:45:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,49,MMBTU/Hour,Normal
01/03/2022 20:45:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,110,Percent,High
01/03/2022 21:00:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,15000,Barrels/Hour,Normal
01/03/2022 21:00:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,150,Degrees Fahrenheit,Normal
01/03/2022 21:00:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,3200,Barrels/Hour,Normal
01/03/2022 21:00:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,722,Degrees Fahrenheit,Normal
01/03/2022 21:00:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,14800,Pounds/Hour,Normal
01/03/2022 21:00:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,825,Cubic meters/Hour,Normal
01/03/2022 21:00:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1020,RPM,Normal
01/03/2022 21:00:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,143,Degrees Fahrenheit,Normal
01/03/2022 21:00:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,159,Degrees Fahrenheit,Normal
01/03/2022 21:00:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,435,Degrees Fahrenheit,Normal
01/03/2022 21:00:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,38,MMBTU/Hour,Normal
01/03/2022 21:00:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,145,Cubic Meters/Hour,Normal
01/03/2022 21:00:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,47,MMBTU/Hour,Normal
01/03/2022 21:00:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,105,Percent,High
01/03/2022 21:15:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,14500,Barrels/Hour,Normal
01/03/2022 21:15:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,147,Degrees Fahrenheit,Normal
01/03/2022 21:15:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,3100,Barrels/Hour,Normal
01/03/2022 21:15:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,720,Degrees Fahrenheit,Normal
01/03/2022 21:15:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,14300,Pounds/Hour,Normal
01/03/2022 21:15:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,800,Cubic meters/Hour,Normal
01/03/2022 21:15:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,1000,RPM,Normal
01/03/2022 21:15:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,140,Degrees Fahrenheit,Normal
01/03/2022 21:15:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,156,Degrees Fahrenheit,Normal
01/03/2022 21:15:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,430,Degrees Fahrenheit,Normal
01/03/2022 21:15:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,36,MMBTU/Hour,Normal
01/03/2022 21:15:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,140,Cubic Meters/Hour,Normal
01/03/2022 21:15:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,45,MMBTU/Hour,Normal
01/03/2022 21:15:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,100,Percent,High
01/03/2022 21:45:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,13500,Barrels/Hour,Normal
01/03/2022 21:45:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,141,Degrees Fahrenheit,Normal
01/03/2022 21:45:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,2900,Barrels/Hour,Normal
01/03/2022 21:45:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,716,Degrees Fahrenheit,Normal
01/03/2022 21:45:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,13300,Pounds/Hour,Normal
01/03/2022 21:45:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,750,Cubic meters/Hour,Normal
01/03/2022 21:45:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,960,RPM, Normal
01/03/2022 21:45:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,134,Degrees Fahrenheit, Normal
01/03/2022 21:45:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,153,Degrees Fahrenheit,Normal
01/03/2022 21:45:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,425,Degrees Fahrenheit,Normal
01/03/2022 21:45:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,34,MMBTU/Hour,Normal
01/03/2022 21:45:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,135,Cubic Meters/Hour,Normal
01/03/2022 21:45:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,43,MMBTU/Hour, Normal
01/03/2022 21:45:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,95,Percent, Normal
01/03/2022 22:00:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,13000,Barrels/Hour,Normal
01/03/2022 22:00:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,138,Degrees Fahrenheit,Normal
01/03/2022 22:00:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,2800,Barrels/Hour,Normal
01/03/2022 22:00:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,714,Degrees Fahrenheit,Normal
01/03/2022 22:00:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,12800,Pounds/Hour,Normal
01/03/2022 22:00:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,725,Cubic meters/Hour,Normal
01/03/2022 22:00:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,940,RPM,Normal
01/03/2022 22:00:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,131,Degrees Fahrenheit,Normal
01/03/2022 22:00:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,150,Degrees Fahrenheit,Normal
01/03/2022 22:00:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,420,Degrees Fahrenheit,Normal
01/03/2022 22:00:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,32,MMBTU/Hour,Normal
01/03/2022 22:00:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,130,Cubic Meters/Hour,Normal
01/03/2022 22:00:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,41,MMBTU/Hour,Normal
01/03/2022 22:00:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,90,Percent,Normal
01/03/2022 22:15:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,12500,Barrels/Hour,Normal
01/03/2022 22:15:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,135,Degrees Fahrenheit,Normal
01/03/2022 22:15:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,2700,Barrels/Hour,Normal
01/03/2022 22:15:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,712,Degrees Fahrenheit,Normal
01/03/2022 22:15:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,12300,Pounds/Hour,Normal
01/03/2022 22:15:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,700,Cubic meters/Hour,Normal
01/03/2022 22:15:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,920,RPM,Normal
01/03/2022 22:15:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,128,Degrees Fahrenheit,Normal
01/03/2022 22:15:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,147,Degrees Fahrenheit,Normal
01/03/2022 22:15:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,415,Degrees Fahrenheit,Normal
01/03/2022 22:15:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,30,MMBTU/Hour,Normal
01/03/2022 22:15:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,125,Cubic Meters/Hour,Normal
01/03/2022 22:15:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,39,MMBTU/Hour,Normal
01/03/2022 22:15:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,85,Percent,Normal
01/03/2022 22:30:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,12000,Barrels/Hour,Normal
01/03/2022 22:30:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,132,Degrees Fahrenheit,Normal
01/03/2022 22:30:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,2600,Barrels/Hour,Normal
01/03/2022 22:30:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,710,Degrees Fahrenheit,Normal
01/03/2022 22:30:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,11800,Pounds/Hour,Normal
01/03/2022 22:30:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,675,Cubic meters/Hour,Normal
01/03/2022 22:30:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,900,RPM,Normal
01/03/2022 22:30:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,125,Degrees Fahrenheit,Normal
01/03/2022 22:30:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,144,Degrees Fahrenheit,Normal
01/03/2022 22:30:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,410,Degrees Fahrenheit,Normal
01/03/2022 22:30:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,28,MMBTU/Hour,Normal
01/03/2022 22:30:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,120,Cubic Meters/Hour,Normal
01/03/2022 22:30:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,37,MMBTU/Hour,Normal
01/03/2022 22:30:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,80,Percent,Normal
01/03/2022 22:45:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,11500,Barrels/Hour,Normal
01/03/2022 22:45:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,129,Degrees Fahrenheit,Normal
01/03/2022 22:45:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,2500,Barrels/Hour,Normal
01/03/2022 22:45:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,708,Degrees Fahrenheit,Normal
01/03/2022 22:45:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,11300,Pounds/Hour,Normal
01/03/2022 22:45:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,650,Cubic meters/Hour,Normal
01/03/2022 22:45:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,880,RPM,Normal
01/03/2022 22:45:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,122,Degrees Fahrenheit,Normal
01/03/2022 22:45:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,141,Degrees Fahrenheit,Normal
01/03/2022 22:45:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,405,Degrees Fahrenheit,Normal
01/03/2022 22:45:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,26,MMBTU/Hour,Normal
01/03/2022 22:45:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,115,Cubic Meters/Hour,Normal
01/03/2022 22:45:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,35,MMBTU/Hour,Normal
01/03/2022 22:45:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,75,Percent,Normal
01/03/2022 23:00:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,11000,Barrels/Hour,Normal
01/03/2022 23:00:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,126,Degrees Fahrenheit,Normal
01/03/2022 23:00:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,2400,Barrels/Hour,Normal
01/03/2022 23:00:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,706,Degrees Fahrenheit,Normal
01/03/2022 23:00:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,10800,Pounds/Hour,Normal
01/03/2022 23:00:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,625,Cubic meters/Hour,Normal
01/03/2022 23:00:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,860,RPM,Normal
01/03/2022 23:00:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,119,Degrees Fahrenheit,Normal
01/03/2022 23:00:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,138,Degrees Fahrenheit,Normal
01/03/2022 23:00:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,400,Degrees Fahrenheit,Normal
01/03/2022 23:00:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,24,MMBTU/Hour,Normal
01/03/2022 23:00:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,110,Cubic Meters/Hour,Normal
01/03/2022 23:00:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,33,MMBTU/Hour,Normal
01/03/2022 23:00:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,70,Percent,Normal
01/03/2022 23:15:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,10500,Barrels/Hour,Normal
01/03/2022 23:15:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,123,Degrees Fahrenheit,Normal
01/03/2022 23:15:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,2300,Barrels/Hour,Normal
01/03/2022 23:15:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,704,Degrees Fahrenheit,Normal
01/03/2022 23:15:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,10300,Pounds/Hour,Normal
01/03/2022 23:15:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,600,Cubic meters/Hour,Normal
01/03/2022 23:15:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,840,RPM,Normal
01/03/2022 23:15:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,116,Degrees Fahrenheit,Normal
01/03/2022 23:15:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,135,Degrees Fahrenheit,Normal
01/03/2022 23:15:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,395,Degrees Fahrenheit,Normal
01/03/2022 23:15:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,22,MMBTU/Hour,Normal
01/03/2022 23:15:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,105,Cubic Meters/Hour,Normal
01/03/2022 23:15:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,31,MMBTU/Hour,Normal
01/03/2022 23:15:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,65,Percent,Normal
01/03/2022 23:30:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,10000,Barrels/Hour,Normal
01/03/2022 23:30:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,120,Degrees Fahrenheit,Normal
01/03/2022 23:30:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,2200,Barrels/Hour,Normal
01/03/2022 23:30:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,702,Degrees Fahrenheit,Normal
01/03/2022 23:30:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,9800,Pounds/Hour,Normal
01/03/2022 23:30:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,575,Cubic meters/Hour,Normal
01/03/2022 23:30:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,820,RPM,Normal
01/03/2022 23:30:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,113,Degrees Fahrenheit,Normal
01/03/2022 23:30:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,132,Degrees Fahrenheit,Normal
01/03/2022 23:30:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,390,Degrees Fahrenheit,Normal
01/03/2022 23:30:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,20,MMBTU/Hour,Normal
01/03/2022 23:30:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,100,Cubic Meters/Hour,Normal
01/03/2022 23:30:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,29,MMBTU/Hour,Normal
01/03/2022 23:30:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,60,Percent,Normal
01/03/2022 23:45:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,9500,Barrels/Hour,Normal
01/03/2022 23:45:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,117,Degrees Fahrenheit,Normal
01/03/2022 23:45:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,2100,Barrels/Hour,Normal
01/03/2022 23:45:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,700,Degrees Fahrenheit,Normal
01/03/2022 23:45:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,9300,Pounds/Hour,Normal
01/03/2022 23:45:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,550,Cubic meters/Hour,Normal
01/03/2022 23:45:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,800,RPM,Normal
01/03/2022 23:45:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,110,Degrees Fahrenheit,Normal
01/03/2022 23:45:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,129,Degrees Fahrenheit,Normal
01/03/2022 23:45:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,385,Degrees Fahrenheit,Normal
01/03/2022 23:45:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,18,MMBTU/Hour,Normal
01/03/2022 23:45:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,95,Cubic Meters/Hour,Normal
01/03/2022 23:45:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,27,MMBTU/Hour,Normal
01/03/2022 23:45:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,55,Percent,Normal
02/03/2022 00:00:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,9000,Barrels/Hour,Normal
02/03/2022 00:00:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,114,Degrees Fahrenheit,Normal
02/03/2022 00:00:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,2000,Barrels/Hour,Normal
02/03/2022 00:00:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,698,Degrees Fahrenheit,Normal
02/03/2022 00:00:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,8800,Pounds/Hour,Normal
02/03/2022 00:00:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,525,Cubic meters/Hour,Normal
02/03/2022 00:00:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,780,RPM,Normal
02/03/2022 00:00:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,107,Degrees Fahrenheit,Normal
02/03/2022 00:00:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,126,Degrees Fahrenheit,Normal
02/03/2022 00:00:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,380,Degrees Fahrenheit,Normal
02/03/2022 00:00:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,16,MMBTU/Hour,Normal
02/03/2022 00:00:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,90,Cubic Meters/Hour,Normal
02/03/2022 00:00:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,25,MMBTU/Hour,Normal
02/03/2022 00:00:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,50,Percent,Normal
02/03/2022 00:15:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,8500,Barrels/Hour,Normal
02/03/2022 00:15:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,111,Degrees Fahrenheit,Normal
02/03/2022 00:15:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,1900,Barrels/Hour,Normal
02/03/2022 00:15:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,696,Degrees Fahrenheit,Normal
02/03/2022 00:15:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,8300,Pounds/Hour,Normal
02/03/2022 00:15:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,500,Cubic meters/Hour,Normal
02/03/2022 00:15:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,760,RPM,Normal
02/03/2022 00:15:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,104,Degrees Fahrenheit,Normal
02/03/2022 00:15:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,123,Degrees Fahrenheit,Normal
02/03/2022 00:15:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,375,Degrees Fahrenheit,Normal
02/03/2022 00:15:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,14,MMBTU/Hour,Normal
02/03/2022 00:15:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,85,Cubic Meters/Hour,Normal
02/03/2022 00:15:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,23,MMBTU/Hour,Normal
02/03/2022 00:15:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,45,Percent,Normal
02/03/2022 00:30:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,8000,Barrels/Hour,Normal
02/03/2022 00:30:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,108,Degrees Fahrenheit,Normal
02/03/2022 00:30:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,1800,Barrels/Hour,Normal
02/03/2022 00:30:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,694,Degrees Fahrenheit,Normal
02/03/2022 00:30:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,7800,Pounds/Hour,Normal
02/03/2022 00:30:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,475,Cubic meters/Hour,Normal
02/03/2022 00:30:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,740,RPM,Normal
02/03/2022 00:30:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,101,Degrees Fahrenheit,Normal
02/03/2022 00:30:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,120,Degrees Fahrenheit,Normal
02/03/2022 00:30:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,370,Degrees Fahrenheit,Normal
02/03/2022 00:30:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,12,MMBTU/Hour,Normal
02/03/2022 00:30:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,80,Cubic Meters/Hour,Normal
02/03/2022 00:30:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,21,MMBTU/Hour,Normal
02/03/2022 00:30:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,40,Percent,Normal
02/03/2022 00:45:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,98,Degrees Fahrenheit,Normal
02/03/2022 00:45:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,117,Degrees Fahrenheit,Normal
02/03/2022 00:45:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,365,Degrees Fahrenheit,Normal
02/03/2022 00:45:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,10,MMBTU/Hour,Normal
02/03/2022 00:45:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,75,Cubic Meters/Hour,Normal
02/03/2022 00:45:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,19,MMBTU/Hour,Normal
02/03/2022 00:45:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,35,Percent,Normal
02/03/2022 01:00:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,7000,Barrels/Hour,Normal
